"asset_id","company_name","number_of_employees","head_of_company","founded_year","website","gics_sector","gics_industry","symbol","asset_class","thumbnail_style","exchange_code","exchange_name","business_description"
11005435,Canadian Pacific Kansas City Ltd.,18233,Keith Edward Creel,2001,http://www.cpkcr.com,Industrials,Ground Transportation,CP,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Canadian Pacific Kansas City Ltd. engages in the provision of rail freight transportation services. It offers rail services linking Canada, the United States and Mexico. The company was founded on June 22, 2001, and is headquartered in Calgary, Canada."
11000321,"Aqua Metals, Inc.",53,Stephen D. Cotton,2014,http://www.aquametals.com,Industrials,Commercial Services & Supplies,AQMS,Stock,PORTRAIT,NASDAQ,NASDAQ,"Aqua Metals, Inc. engages in reinventing metal recycling technologies. Its patented technology, AquaRefining, replaces polluting furnaces and hazardous chemicals with electricity-powered electroplating to recover valuable metals and materials from spent batteries with higher purity, lower emissions, and minimal waste. The company was founded by Stephen R. Clarke, Thomas Murphy, and Selwyn Mould on June 20, 2014 and is headquartered in Reno, NV."
11003418,"Pluri, Inc.",134,Yaky Yanay,2001,http://www.pluri-biotech.com,Health Care,Biotechnology,PLUR,Stock,PORTRAIT,NASDAQ,NASDAQ,"Pluri, Inc. is a clinical stage company, which engages in cell therapy development. It develops placenta-based cell therapy product candidates for the treatment of multiple ischemic, inflammatory, and hematologic conditions. The firm focuses on the research, development, and manufacturing of cell-based products and technologies. Its products include Clinical Pipeline, PLX-Immune, PLX-PAD, and PLX-R18. The company was founded by Doron Shorrer on May 11, 2001 and is headquartered in Haifa, Israel."
11004673,"Wilhelmina International, Inc.",87,Mark E. Schwarz,1967,http://www.wilhelmina.com,Industrials,Commercial Services & Supplies,WHLM,Stock,PORTRAIT,NASDAQ,NASDAQ,"Wilhelmina International, Inc. engages in the business of fashion model management. It operates through the following divisions: Fashion Model and Social Media Influencer Management, Celebrity Management, and Licensing and Branding Associations. The Fashion Model and Social Media Influencer Management division focuses on providing fashion modeling talent and social media influencer services. The Celebrity Management division seeks to secure endorsement and spokesperson work for celebrities from the worlds of sports, music, and entertainment. The Licensing and Branding Associations division collects third-party licensing fees in connection with the licensing of the Wilhelmina name. The company was founded by Wilhelmina Cooper in 1967 and is headquartered in Dallas, TX."
11006262,Korn Ferry,10697,Gary Dudley Burnison,1969,http://www.kornferry.com,Industrials,Professional Services,KFY,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Korn Ferry is a global organizational consulting firm, which engages in synchronizing its clients' strategy, operations, and talent to drive superior business performance. It operates through the following segments: Consulting, Digital, Executive Search North America, Executive Search EMEA, Executive Search Asia Pacific, Executive Search Latin America, and RPO and Professional Search. The Consulting segment aligns organization structure, culture, performance, and people to drive sustainable growth by addressing four fundamental needs, which include Organizational Strategy, Assessment and Succession, Leadership and Professional Development, and Total Rewards. The Digital segment leverages an artificial intelligence powered, machine-learning platform to identify the best structures, roles, capabilities, and behaviors needed to drive business forward. The Executive Search segment helps organizations recruit board level, chief executive, and other senior executive and general management talent. The RPO and Professional Search segment combines people, process expertise and IP-enabled technology to deliver enterprise talent acquisition solutions to clients. The company was founded by Richard M. Ferry on November 14, 1969 and is headquartered in Los Angeles, CA."
11003765,"Roper Technologies, Inc.",16800,Laurence Neil Hunn,1981,http://www.ropertech.com,Industrials,Industrial Conglomerates,ROP,Stock,PORTRAIT,NASDAQ,NASDAQ,"Roper Technologies, Inc. is a diversified technology company, which engages in the provision of engineered products and solutions for global niche markets. It operates through the following segments: Application Software, Network Software, and Technology Enabled Products. The Application Software segment includes Aderant, CBORD/Horizon, CliniSys, Data Innovations, Deltek, Frontline Education, IntelliTrans, PowerPlan, Strata, and Vertafore. The Network Software segment is composed of ConstructConnect, DAT, Foundry, iPipeline, iTradeNetwork, Loadlink, MHA, SHP, and SoftWriters. The Technology Enabled Products segment refers to CIVCO Medical Solutions, FMI, Inovonics, IPA, Neptune, Northern Digital, rf IDEAS, and Verathon. The company was founded by George D. Roper in 1890 and is headquartered in Sarasota, FL."
11003666,"Red Violet, Inc.",183,Derek Dubner,2017,http://www.redviolet.com,Industrials,Professional Services,RDVT,Stock,PORTRAIT,NASDAQ,NASDAQ,"Red Violet, Inc. engages in the provision of software and proprietary technology services. It specializes in data analysis, which provides cloud-based, mission-critical information solutions to enterprises in a variety of industries. Its brands include IDI and Forewarn. The company was founded in August 2017 and is headquartered in Boca Raton, FL."
11001991,"The Hain Celestial Group, Inc.",2837,Wendy P. Davidson,1993,http://www.hain.com,Consumer Staples,Food Products,HAIN,Stock,PORTRAIT,NASDAQ,NASDAQ,"The Hain Celestial Group, Inc. engages in the production and distribution of organic and natural products. It operates through North America and International geographical segments. The North America segment consists of the United States and Canada. The International segment includes the United Kingdom, Ella’s Kitchen UK, and Europe. The company was founded by Irwin David Simon on May 19, 1993 and is headquartered in Hoboken, NJ."
11006227,JPMorgan Chase & Co.,309926,Jamie Dimon,1968,http://www.jpmorganchase.com,Financials,Banks,JPM,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Provides investment banking, financial services for consumers, small business and commercial banking, financial transaction processing, asset management and private equity"
11005536,Deere & Co.,83000,John C. May,1837,http://www.deere.com,Industrials,Machinery,DE,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Deere & Co. engages in the manufacture and distribution of equipment used in agriculture, construction, forestry, and turf care. It operates through the following segments: Agriculture and Turf, Construction and Forestry, and Financial Services. The Agriculture and Turf segment focuses on the distribution and manufacture of a full line of agriculture and turf equipment and related service parts. The Construction and Forestry segment offers machines and service parts used in construction, earthmoving, road building, material handling and timber harvesting. The Financial Services segment finances sales and leases by John Deere dealers of new and used agriculture and turf equipment and construction and forestry equipment. The company was founded by John Deere in 1837 and is headquartered in Moline, IL."
11001846,"GLOBALFOUNDRIES, Inc.",,Thomas Caulfield,2008,http://gf.com,Information Technology,Semiconductors & Semiconductor Equipment,GFS,Stock,PORTRAIT,NASDAQ,NASDAQ,"GLOBALFOUNDRIES, Inc. provides foundry services and manufactures semiconductors. It offers global shuttle, mask, post-fab and turnkey services. The company was founded in 2008 and is headquartered in Malta, NY."
11005455,"Carter's, Inc.",15230,Michael Dennis Casey,1865,http://www.carters.com,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",CRI,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Carter's, Inc. engages in the business of brand marketing of young children’s apparel. It operates through the following segments: the United States (US) Retail, US Wholesale, and International. The US Retail segment includes selling products through retail stores and ecommerce websites. The US Wholesale segment focuses on wholesale partners. The International segment is involved in selling in retail stores and ecommerce websites in Canada and Mexico, and to international wholesale customers and licensees. The company was founded by William Carter in 1865 and is headquartered in Atlanta, GA."
11001944,"Grom Social Enterprises, Inc.",324,Darren M. Marks,2009,http://www.gromsocial.com,Communication Services,Entertainment,GROM,Stock,PORTRAIT,NASDAQ,NASDAQ,"Grom Social Enterprises, Inc. is a media, technology, and entertainment company, which engages in the delivery of content to children under the age of 13 years, creation, acquisition, and development of a commercial potential of Kids and Family entertainment properties and associated business opportunities, provision of animation services, and offering protective web filtering solutions to block unwanted or inappropriate content. The company was founded by Zach Marks on October 6, 2009 and is headquartered in Boca Raton, FL."
11005670,"Enhabit, Inc.",10800,Barbara A. Jacobsmeyer,2014,http://www.ehab.com,Health Care,Health Care Providers & Services,EHAB,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Enhabit, Inc. functions as an investment holding company. It operates under the Home Health and Hospice segments. The Home Health segment provides home health services via home nursing services to adult patients in need of care. The Hospice segment offers hospice agencies. The company was founded in 2014 and is headquartered in Dallas, TX."
11007636,"Williams-Sonoma, Inc.",19300,Laura Jean Alber,1956,http://www.williams-sonomainc.com,Consumer Discretionary,Specialty Retail,WSM,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Williams-Sonoma, Inc. engages in the retailing of home products. It operates through the following segments: Pottery Barn, West Elm, Williams Sonoma, Pottery Barn Kids and Teen and Other. The Other segment includes net revenues from international franchise operations, Rejuvenation and Mark and Graham. The company was founded by Charles E. Williams on September 15, 1956 and is headquartered in San Francisco, CA."
11006664,"Energy Vault Holdings, Inc.",183,Robert Piconi,,http://www.energyvault.com,Industrials,Electrical Equipment,NRGV,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Energy Vault Holdings, Inc. engages in the provision of energy storage solutions. The company was founded in September 2020 and is headquartered in Westlake Village, CA."
11000469,Atlantica Sustainable Infrastructure Plc,1366,Santiago Seage Medela,2013,http://www.atlanticayield.com,Utilities,Independent Power and Renewable Electricity Producers,AY,Stock,PORTRAIT,NASDAQ,NASDAQ,"Atlantica Sustainable Infrastructure Plc engages in the ownership, management, and acquisition of renewable energy. It specializes in the following businesses: Renewable Energy; Natural Gas; Electrical Transmission; and Water. The Renewable Energy business includes production of electricity from solar power and wind plants. The Natural Gas business offers electricity and steam from natural gas. The Electric Transmission business relates to the operation of electric transmission lines. The Water business is responsible for desalination plants related activities. The company was founded on December 17, 2013 and is headquartered in Brentford, United Kingdom."
11004075,SunPower Corp.,,Thomas H. Werner,1985,http://www.sunpowercorp.com,Information Technology,Semiconductors & Semiconductor Equipment,SPWR,Stock,PORTRAIT,NASDAQ,NASDAQ,"SunPower Corp. engages in the design, manufacture, and delivery of solar panels and systems. The company provides fully integrated solar, storage, and home energy solutions. The company was founded by Thomas L. Dinwoodie, Robert Lorenzini and Richard M. Swanson in April 1985 and is headquartered in Richmond, CA."
11002890,"Moderna, Inc.",5600,Stéphane Bancel,2010,http://www.modernatx.com,Health Care,Biotechnology,MRNA,Stock,PORTRAIT,NASDAQ,NASDAQ,"Moderna, Inc. engages in the development of transformative medicines based on messenger ribonucleic acid (mRNA). Its product pipeline includes the following modalities: prophylactic vaccines, cancer vaccines, intratumoral immuno-oncology, localized regenerative therapeutics, systemic secreted therapeutics, and systemic intracellular therapeutics. The company was founded by Noubar B. Afeyan, Robert S. Langer, Jr., Derrick J. Rose and Kenneth R. Chien in 2010 and is headquartered in Cambridge, MA."
11004089,"Sensus Healthcare, Inc.",35,Joseph C. Sardano,2010,http://www.sensushealthcare.com,Health Care,Health Care Equipment & Supplies,SRTS,Stock,PORTRAIT,NASDAQ,NASDAQ,"Sensus Healthcare, Inc. is a medical device company, which engages in the provision of treatment for both oncological and non-oncological skin conditions. The company was founded by Joseph C. Sardano, Richard Golin, Kalman Fishman, and Stephen Cohen on May 7, 2010 and is headquartered in Boca Raton, FL."
11007515,"VICI Properties, Inc.",28,Edward Baltazar Pitoniak,2016,http://www.viciproperties.com,Real Estate,Diversified REITs,VICI,Stock,PORTRAIT,NYSE,New York Stock Exchange,"VICI Properties, Inc. is a real estate investment trust, which owns, acquires and develops gaming, hospitality and entertainment properties. It operates through the following segments: Real Property Business and Golf Course Business. The Real Property Business segment consists of leased real property. The Golf Course Business segment consists of four golf courses. The company was founded on July 5, 2016 and is headquartered in New York, NY."
11007181,SM Energy Co.,544,Herbert S. Vogel,1908,http://www.sm-energy.com,Energy,"Oil, Gas & Consumable Fuels",SM,Stock,PORTRAIT,NYSE,New York Stock Exchange,"SM Energy Co. is an independent energy company, which engages in the acquisition, exploration, development, and production of oil, gas, and natural gas liquids. The company was founded in 1908 and is headquartered in Denver, CO."
11001183,Community West Bancshares,267,James J. Kim,1979,http://www.cvcb.com,Financials,Banks,CWBC,Stock,PORTRAIT,NASDAQ,NASDAQ,"Community West Bancshares is a bank holding company, which engages in the provision of business and personal banking, and wealth management services. It operates through the following portfolios: commercial, real estate, and consumer. The commercial portfolio includes commercial and industrial loans, and agricultural production. The real estate portfolio consists of owner-occupied commercial real estate, land and construction loans, agricultural, investor commercial real estate loans, and others. The consumer portfolio covers equity loans and lines of credit, and installment and other consumer loans. The company was founded in 1979 and is headquartered in Fresno, CA."
11001934,Grab Holdings Ltd. (Singapore),10604,Anthony Tan,2012,http://www.grab.com,Industrials,Ground Transportation,GRAB,Stock,PORTRAIT,NASDAQ,NASDAQ,"Grab Holdings Ltd. enables millions of people each day to access its driver- and merchant-partners to order food or groceries, send packages, hail a ride or taxi, pay for online purchases or access services such as lending, insurance, wealth management and telemedicine, all through a single “everyday everything” app. The company operates in food deliveries and mobility and by TPV in the e-wallets segment of financial services in Southeast Asia. Grab operates across the deliveries, mobility and digital financial services sectors in eight countries namely: Cambodia, Indonesia, Malaysia, Myanmar, the Philippines, Singapore, Thailand and Vietnam. The company was founded by Anthony Tan Ping Yeow and Tan Hooi Ling in 2012 and is headquartered in Singapore."
11000076,"Acurx Pharmaceuticals, Inc.",4,David P. Luci,2017,http://www.acurxpharma.com,Health Care,Biotechnology,ACXP,Stock,PORTRAIT,NASDAQ,NASDAQ,"Acurx Pharmaceuticals, Inc. operates as a clinical stage biopharmaceutical company, which engages in developing new antibiotics for infections caused by bacteria listed as priority pathogens. Its approach is to develop antibiotic candidates that target the DNA polymerase IIIC enzyme. Its research and development pipeline includes early-stage antibiotic candidates that target other Gram-positive bacteria, including Methicillin-Resistant Staphylococcus aureus, Vancomycin-Resistant Enterococcus and Penicillin-Resistant Streptococcus pneumoniae. The company was founded by David P. Luci, Robert G. Shawah and Robert J. DeLuccia in July 2017 and is headquartered in New York, NY."
11002055,"HomeStreet, Inc.",902,Mark K. Mason,1921,http://www.homestreet.com,Financials,Thrifts & Mortgage Finance,HMST,Stock,PORTRAIT,NASDAQ,NASDAQ,"HomeStreet, Inc. is a holding company, which engages in the provision of commercial and consumer banking and real estate lending services. It operates through the Commercial and Consumer Banking. The Commercial and Consumer Banking segment offers diversified financial products and services to its commercial and consumer customers through bank branches, and through automated teller machines (ATMs), online, mobile and telephone banking. The company was founded on August 17, 1921 and is headquartered in Seattle, WA."
11002905,"Motorsport Games, Inc.",71,Stephen Hood,2018,http://www.motorsportgames.com,Communication Services,Entertainment,MSGM,Stock,PORTRAIT,NASDAQ,NASDAQ,"Motorsport Games, Inc. engages in the business of developing and publishing racing games. It operates under the Gaming and Esports segments. The Gaming segment focuses on the development and publishing of interactive racing video games, entertainment content, and services. The Esports segment is involved in the organization and facilitation of esports tournaments, competitions, and events for licensed racing games, as well as on behalf of third-party video game racing series and other video game publishers. The company was founded on August 2, 2018 and is headquartered in Miami, FL."
11007199,"Snowflake, Inc.",7004,Sridhar Ramaswamy,2012,http://www.snowflake.com,Information Technology,IT Services,SNOW,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Snowflake, Inc. provides cloud data warehousing software. This includes the Data Cloud, an ecosystem where Snowflake customers, partners, data providers, and data consumers can break down data silos and derive value from rapidly growing data sets in secure, governed, and compliant ways. Its platform supports a range of use cases, including data warehousing, data lakes, data engineering, data science, data application development, and data sharing. The cloud-native architecture consists of three independently scalable layers across storage, compute, and cloud services. The storage layer ingests massive amounts and varieties of structured and semi-structured data to create a unified data record. The compute layer provides dedicated resources to enable users to simultaneously access common data sets for many use cases without latency. The cloud services layer optimizes each use case's performance requirements with no administration. Snowflake was founded by Marcin Zukowski, Thierry Cruanes and Benoit Dageville on July 23, 2012 and is headquartered in Bozeman, MT."
11002239,Immuneering Corp.,68,Benjamin J. Zeskind,2008,http://www.immuneering.com,Health Care,Biotechnology,IMRX,Stock,PORTRAIT,NASDAQ,NASDAQ,"Immuneering Corp. operates as a clinical-stage oncology company, which engages in developing medicines for cancer patients. Its pipeline of drug candidates focuses on treating aspects of disease that have eluded conventional approaches, including cancer cachexia and metastasis. The company was founded by Robert J. Carpenter and Benjamin J. Zeskind in 2008 and is headquartered in Cambridge, MA."
11006036,"The Home Depot, Inc.",463100,Ted Decker,1978,http://www.homedepot.com,Consumer Discretionary,Specialty Retail,HD,Stock,PORTRAIT,NYSE,New York Stock Exchange,"The Home Depot, Inc. engages in the sale of building materials and home improvement products. Its products include building materials, home improvement products, lawn and garden products and decor products. The firm operates through the following geographical segments: U.S., Canada and Mexico. It offers home improvement installation services, and tool and equipment rental. The company was founded by Bernard Marcus, Arthur M. Blank, Kenneth Gerald Langone and Pat Farrah on June 29, 1978, and is headquartered at Atlanta, GA."
11004317,"TPI Composites, Inc.",12300,William E. Siwek,1968,http://www.tpicomposites.com,Industrials,Electrical Equipment,TPIC,Stock,PORTRAIT,NASDAQ,NASDAQ,"TPI Composites, Inc. is a holding company, which engages in the manufacturing of composite wind blades for the wind energy market. It operates through the following geographical segments: United States (US), Mexico, Europe, the Middle East and Africa (EMEA), and India. The US segment manufactures precision molding and assembly systems used for automotive business at Warren, Rhode Island facility. The Mexico segment includes the manufacturing of wind blades at three facilities in Juárez, Mexico, and two facilities in Matamoros, Mexico. The EMEA segment refers to the manufacturing of wind blades at two facilities in Izmir, Türkiye, and wind blade inspection and repair services in Türkiye. The India segment manufactures wind blades at manufacturing facility in Chennai, India. The company was founded by Everett Pearson and Neil Tillotson in 1968 and is headquartered in Scottsdale, AZ."
11003916,"Shoals Technologies Group, Inc.",1309,Brandon Moss,1996,http://www.shoals.com,Industrials,Electrical Equipment,SHLS,Stock,PORTRAIT,NASDAQ,NASDAQ,"Shoals Technologies Group, Inc. provides electrical balance of system solutions for solar energy projects. Its EBOS components include cable assemblies, inline fuses, combiners, disconnects, recombiners, wireless monitoring systems, junction boxes, transition enclosures and splice boxes. The company was founded by Dean Solon in November 1996 and is headquartered in Portland, TN."
11005808,"Federated Hermes, Inc.",2025,Christopher Donahue,1955,http://www.federatedhermes.com,Financials,Capital Markets,FHI,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Federated Hermes, Inc. is engaged in the provision of investment management products and related financial services. It sponsors, markets and provides investment-related services to sponsored investment companies, federated funds, and separate accounts which include separately managed accounts, institutional accounts, sub-advised funds and other managed products in both domestic and international markets. The company was founded by John F. Donahue and Richard B. Fisher in October 1955 and is headquartered in Pittsburgh, PA."
11000233,"Applied Materials, Inc.",34000,Gary E. Dickerson,1967,http://www.appliedmaterials.com,Information Technology,Semiconductors & Semiconductor Equipment,AMAT,Stock,PORTRAIT,NASDAQ,NASDAQ,"Applied Materials, Inc. provides manufacturing equipment, services and software to the semiconductor, display and related industries. It operates through the following segments: Semiconductor Systems, Applied Global Services, and Display & Adjacent Markets. The Semiconductor Systems segment includes semiconductor capital equipment for etch, rapid thermal processing, deposition, chemical mechanical planarization, metrology and inspection, wafer packaging, and ion implantation. The Applied Global Services segment provides solutions to optimize equipment, performance, and productivity. The Display & Adjacent Markets segment offers products for manufacturing liquid crystal displays, organic light-emitting diodes, equipment upgrades, and other display technologies for TVs, monitors, laptops, personal computers, smart phones, and other consumer-oriented devices. The company was founded on November 10, 1967 and is headquartered in Santa Clara, CA."
11002879,"Monolithic Power Systems, Inc.",3564,Michael R. Hsing,1997,http://www.monolithicpower.com,Information Technology,Semiconductors & Semiconductor Equipment,MPWR,Stock,PORTRAIT,NASDAQ,NASDAQ,"Monolithic Power Systems, Inc. designs, develops, and markets integrated power semiconductor solutions and power delivery architectures for computing and storage, automotive, industrial, communications, and consumer applications markets. It offers direct current (DC) to DC integrated circuits (ICs) that are used to convert and control voltages of various electronic systems, such as portable electronic devices, wireless LAN access points, computers and notebooks, monitors, infotainment applications, and medical equipment. The Firm also provides lighting control ICs for backlighting that are used in systems, which provide the light source for LCD panels in notebook computers, monitors, car navigation systems, and televisions, as well as for general illumination products. The company was founded by Michael R. Hsing, and James C. Moyer on August 22, 1997, and is headquartered in Kirkland, WA."
11003432,"Pinnacle Financial Partners, Inc.",3357,Terry Turner,2000,http://www.pnfp.com,Financials,Banks,PNFP,Stock,PORTRAIT,NASDAQ,NASDAQ,"Pinnacle Financial Partners, Inc. is a bank holding company, which engages in the provision of financial solutions. It offers banking, investment, trust, mortgage, and insurance products and services designed for businesses and individuals. The company was founded by Dale W. Polley, M. Terry Turner, Sue G. Atkinson, Reese L. Smith III, and Robert A. McCabe, Jr. on February 28, 2000, and is headquartered in Nashville, TN."
11006359,"Live Oak Bancshares, Inc.",998,Chip Mahan,2008,http://www.liveoakbank.com,Financials,Banks,LOB,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Live Oak Bancshares, Inc. is a bank holding company for Live Oak Banking Company, which operates as a national online platform for small business lending. It operates through the following segments: Banking, Fintech, and Other. The Banking segment provides financing services to small businesses nationwide in targeted industries and deposit-related services to small businesses, consumers, and other customers nationwide. The Fintech segment focuses on making strategic investments in emerging financial technology companies. The company was founded by James S. Mahan III on December 18, 2018 and is headquartered in Wilmington, NC."
11003466,Prenetics Global Ltd.,,Sheng Wu Yeung,2014,http://www.prenetics.com,Financials,Insurance,PRE,Stock,PORTRAIT,NASDAQ,NASDAQ,"Prenetics Global Ltd. is a genomics-driven health sciences company, which engages in the prevention, early detection, and treatment of diseases. It operates through the Prevention and Diagnostic segments. The Prevention segment is involved in the design and sale of genetics testing and stool-based DNA tests for early colorectal cancer screening. The Diagnostic segment consists of COVID-19 testing services and products, and precision oncology services. The company was founded by Sheng Wu Yeung and Chi Hung Tzang in 2014 and is headquartered in Hong Kong."
11006199,"Jabil, Inc.",236000,Michael Dastoor Dastoor,1966,http://www.jabil.com,Information Technology,"Electronic Equipment, Instruments & Components",JBL,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Jabil, Inc. engages in the provision of manufacturing services and solutions. It operates under the Electronics Manufacturing Services (EMS) and Diversified Manufacturing Services (DMS) segments. The EMS segment focuses on leveraging information technology, supply chain design and engineering, technologies largely centered on core electronics, utilizing a large-scale manufacturing infrastructure, and the ability to serve a broad range of end markets. The DMS segment provides engineering solutions with an emphasis on material sciences, machining, tooling, and molding of highly engineered plastic and metal parts. The company was founded by William E. Morean and James Golden in 1966 and is headquartered in St. Petersburg, FL."
11004933,Ardagh Metal Packaging SA,6437,Oliver Graham,2021,http://www.ardaghmetalpackaging.com,Materials,Metals & Mining,AMBP,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Ardagh Metal Packaging SA engages in the development, manufacture, and sale of metal beverage cans. It also offers related technical and customer services. It operates through the Europe and Americas geographical segments. The company was founded on January 20, 2021 and is headquartered in Luxembourg."
11000198,"Alignment Healthcare, Inc.",1536,John E. Kao,2013,http://www.alignmenthealthcare.com,Health Care,Health Care Providers & Services,ALHC,Stock,PORTRAIT,NASDAQ,NASDAQ,"Alignment Healthcare, Inc. operates as a holding company. The company offers a consumer-centric platform that delivers customized health care solutions to seniors and those who need it most, the chronically ill and frail, through its Medicare Advantage plans. The firm offers health plan options through Alignment Health Plan, and partners with select health plans to help deliver better benefits at lower costs. The company was founded by John E. Kao in 2013 and is headquartered Orange, CA."
11006489,"Molina Healthcare, Inc.",18000,Joe Zubretsky,1980,http://www.molinahealthcare.com,Health Care,Health Care Providers & Services,MOH,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Molina Healthcare, Inc. engages in the provision of health care services. It operates through the following segments: Medicaid, Medicare, Marketplace, and Other. The company was founded by C. David Molina in 1980 and is headquartered in Long Beach, CA."
11001096,Carbon Revolution Plc,,Jacob William Dingle,2017,http://www.carbonrev.com,Consumer Discretionary,Automobile Components,CREV,Stock,PORTRAIT,NASDAQ,NASDAQ,"Carbon Revolution Plc engages in the manufacturing of advanced carbon fiber wheels. The firm is currently supplying wheels to the automotive market for vehicles and SUVs and is developing wheels for EVs under contract for its OEM customers. The company is headquartered in Dublin, Ireland."
11004007,"Smart Sand, Inc.",378,Charles E. Young,2011,http://www.smartsand.com,Energy,Energy Equipment & Services,SND,Stock,PORTRAIT,NASDAQ,NASDAQ,"Smart Sand, Inc. engages in supplying frac sand and related services. The firm offers complete mine to wellsite proppant supply and logistics solutions. It supplies industrial sand to the oil and gas industry. The company was founded on July 19, 2011 and is headquartered in Spring, TX."
11007004,"Resideo Technologies, Inc.",14000,Jay Lindsey Geldmacher,2018,http://www.resideo.com,Industrials,Building Products,REZI,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Resideo Technologies, Inc. operates as a manufacturer and developer of technology-driven products and components that provide critical comfort, energy management, and safety and security solutions. It operates through the Products and Solutions and ADI Global Distribution segments. The Products and Solutions segment includes temperature and humidity control, energy products and solutions, water and air solutions, smoke and carbon monoxide detection home safety products, security panels, sensors, peripherals, wire and cable, communications devices, video cameras, other home-related lifestyle convenience solutions, cloud infrastructure, installation and maintenance tools, and related software. The ADI Global Distribution segment provides low-voltage security products including access control, fire detection, security, and video products and participates significantly in the broader related markets of audio, communications, data communications, networking, power, ProAV, smart home, and wire and cable. The company was founded on April 24, 2018 and is headquartered in Scottsdale, AZ."
11002995,"Northfield Bancorp, Inc. (New Jersey)",401,Steven M. Klein,1887,http://www.enorthfield.com,Financials,Thrifts & Mortgage Finance,NFBK,Stock,PORTRAIT,NASDAQ,NASDAQ,"Northfield Bancorp, Inc. is a holding company which engages in the provision of banking and financial services. Through its subsidiary, Northfield Bank, its business consists of originating multifamily and other commercial real estate loans, purchasing investment securities, including mortgage-backed securities and corporate bonds, and, to a lesser extent, depositing funds in other financial institutions. The company was founded on March 1, 1887 and is headquartered in Woodbridge, NJ."
11000764,Kanzhun Ltd.,,Zhao Peng,2014,http://www.zhipin.com,Communication Services,Interactive Media & Services,BZ,DepositoryReceipt,PORTRAIT,NASDAQ,NASDAQ,"Kanzhun Ltd. engages in the provision of online recruitment services. It also offers value-added tools to job seekers. The company was founded by Peng Zhao in January 16, 2014 and is headquartered in Beijing, China."
11004120,StoneCo Ltd.,,Pedro Zinner,2000,http://www.stone.co,Information Technology,IT Services,STNE,Stock,PORTRAIT,NASDAQ,NASDAQ,"StoneCo Ltd. engages in the provision of financial technology solutions. It caters to merchants and partners that conduct electronic commerce across in-store, online, and mobile channels. The firm offers cloud-based technology platform, electronic payments, and automation of business processes at the point-of-sale. The company was founded by André Street de Aguiar in 2000 and is headquartered in George Town, Cayman Islands."
11001728,Foresight Autonomous Holdings Ltd.,73,Haim Siboni,1977,http://www.foresightauto.com,Consumer Discretionary,Automobile Components,FRSX,DepositoryReceipt,PORTRAIT,NASDAQ,NASDAQ,"Foresight Autonomous Holdings Ltd. is engaged in the research and development of vehicular accident prevention products. Its product is QuadSight, a multi-spectral vision solution for detection of obstacles in harsh lightining and weather conditions. The company was founded by Haim Siboni on September 19, 1977 and is headquartered in Ness Ziona, Israel."
11004645,"WaveDancer, Inc.",42,G. James Benoit,1979,http://www.wavedancer.com,Information Technology,Software,WAVD,Stock,PORTRAIT,NASDAQ,NASDAQ,"WaveDancer, Inc. is an information technology consulting and systems engineering company, which engages in helping government and commercial organizations move into the information age. It focuses on technological transformations of organizations. The company was founded by Sandor Rosenberg and G. James Benoit, Jr. in 1979 and is headquartered in Fairfax, VA."
11003971,"Soluna Holdings, Inc.",40,John Belizaire,1961,http://www.solunacomputing.com,Information Technology,Software,SLNH,Stock,PORTRAIT,NASDAQ,NASDAQ,"Soluna Holdings, Inc. engages in the design, manufacture, and sale of test and measurement instruments and systems that use an array of technologies to solve complex, real-world applications in numerous industries including manufacturing, electronics, semiconductor, solar, commercial and military aviation, automotive, and data storage. It also develops cryptocurrency mining facilities powered by renewable energy that integrate with the blockchain network. The firm operates through the following segments: Cryptocurrency Mining and Data Center Hosting. The Cryptocurrency Mining segment generates revenue from its mining activities. The Data Center Hosting segment operates a data center from the company's computing facility in Calvert City, Kentucky. The company was founded in 1961 and is headquartered in Albany, NY."
11007293,Sensient Technologies Corp.,3956,Paul Manning,1882,http://www.sensient.com,Materials,Chemicals,SXT,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Sensient Technologies Corp. engages in the manufacture of colors, flavors, and fragrances. It operates through the following segments: Flavors and Fragrances Group, Color Group, and Asia Pacific Group. The Flavors and Fragrances segment includes beverage flavors, bionutrients, savory flavors, sweet flavors, natural ingredients, and fragrance compounds and ingredients. The Color segment consists of natural and synthetic color solutions for the food and beverage, cosmetic, pharmaceutical, and industrial markets. The Asia Pacific segment markets product lines in the Pacific Rim under the Sensient name. The company was founded in 1882 and is headquartered in Milwaukee, WI."
